2016-11-09 6:0:0,0
2016-11-09 7:0:0,0
2016-11-09 8:0:0,0
2016-11-09 9:0:0,0
2016-11-09 10:0:0,0
2016-11-09 11:0:0,0
2016-11-09 12:0:0,1
2016-11-09 13:0:0,0
2016-11-09 14:0:0,0
2016-11-09 15:0:0,0
2016-11-09 16:0:0,0
2016-11-09 18:0:0,0
2016-11-09 19:0:0,0
2016-11-09 20:0:0,0
2016-11-09 21:0:0,0
2016-11-09 22:0:0,0
2016-11-09 23:0:0,0
2016-11-10 0:0:0,0
2016-11-10 1:0:0,0
2016-11-10 2:0:0,0
2016-11-10 3:0:0,0
2016-11-10 4:0:0,0
2016-11-10 5:0:0,0
2016-11-10 6:0:0,0
2016-11-10 7:0:0,0
2016-11-10 8:0:0,0
2016-11-10 9:0:0,0
2016-11-10 10:0:0,0
2016-11-10 11:0:0,0
2016-11-10 12:0:0,0
2016-11-10 13:0:0,0
2016-11-10 14:0:0,0
2016-11-10 15:0:0,0
2016-11-10 16:0:0,0
2016-11-10 18:0:0,0
2016-11-10 19:0:0,0
2016-11-10 20:0:0,0
2016-11-10 21:0:0,0
2016-11-10 22:0:0,0
2016-11-10 23:0:0,0
2016-11-11 0:0:0,0
2016-11-11 1:0:0,0
2016-11-11 2:0:0,0
2016-11-11 3:0:0,0
2016-11-11 4:0:0,0
2016-11-11 5:0:0,0
2016-11-11 6:0:0,0
2016-11-11 7:0:0,0
2016-11-11 8:0:0,0
2016-11-11 9:0:0,0
2016-11-11 10:0:0,0
2016-11-11 11:0:0,0
2016-11-11 12:0:0,0
2016-11-11 13:0:0,0
2016-11-11 14:0:0,0
2016-11-11 15:0:0,0
2016-11-11 16:0:0,0
2016-11-13 18:0:0,0
2016-11-13 19:0:0,0
2016-11-13 20:0:0,0
2016-11-13 21:0:0,0
2016-11-13 22:0:0,0
2016-11-13 23:0:0,0
2016-11-14 0:0:0,0
2016-11-14 1:0:0,0
2016-11-14 2:0:0,0
2016-11-14 3:0:0,0
2016-11-14 4:0:0,0
2016-11-14 5:0:0,0
2016-11-14 6:0:0,0
2016-11-14 7:0:0,0
2016-11-14 8:0:0,0
2016-11-14 9:0:0,0
2016-11-14 10:0:0,0
2016-11-14 11:0:0,0
2016-11-14 12:0:0,0
2016-11-14 13:0:0,0
2016-11-14 14:0:0,0
2016-11-14 15:0:0,0
2016-11-14 16:0:0,0
2016-11-14 18:0:0,0
2016-11-14 19:0:0,0
2016-11-14 20:0:0,0
2016-11-14 21:0:0,0
2016-11-14 22:0:0,0
2016-11-14 23:0:0,0
2016-11-15 0:0:0,0
2016-11-15 1:0:0,0
2016-11-15 2:0:0,0
2016-11-15 3:0:0,0
2016-11-15 4:0:0,0
2016-11-15 5:0:0,0
2016-11-15 6:0:0,0
2016-11-15 7:0:0,0
2016-11-15 8:0:0,0
2016-11-15 9:0:0,0
2016-11-15 10:0:0,0
2016-11-15 11:0:0,0
2016-11-15 12:0:0,0
2016-11-15 13:0:0,0
2016-11-15 14:0:0,0
2016-11-15 15:0:0,0
2016-11-15 16:0:0,0
2016-11-15 18:0:0,0
2016-11-15 19:0:0,0
2016-11-15 20:0:0,0
2016-11-15 21:0:0,0
2016-11-15 22:0:0,0
2016-11-15 23:0:0,0
2016-11-16 0:0:0,0
2016-11-16 1:0:0,0
2016-11-16 2:0:0,0
2016-11-16 3:0:0,0
2016-11-16 4:0:0,0
2016-11-16 5:0:0,0
2016-11-16 6:0:0,0
2016-11-16 7:0:0,0
2016-11-16 8:0:0,0
2016-11-16 9:0:0,0
2016-11-16 10:0:0,0
2016-11-16 11:0:0,0
2016-11-16 12:0:0,0
2016-11-16 13:0:0,0
2016-11-16 14:0:0,0
2016-11-16 15:0:0,0
2016-11-16 16:0:0,0
2016-11-16 18:0:0,0
2016-11-16 19:0:0,0
2016-11-16 20:0:0,0
2016-11-16 21:0:0,0
2016-11-16 22:0:0,0
2016-11-16 23:0:0,0
2016-11-17 0:0:0,0
2016-11-17 1:0:0,0
2016-11-17 2:0:0,0
2016-11-17 3:0:0,0
2016-11-17 4:0:0,0
2016-11-17 5:0:0,0
2016-11-17 6:0:0,0
2016-11-17 7:0:0,0
2016-11-17 8:0:0,0
2016-11-17 9:0:0,0
2016-11-17 10:0:0,0
2016-11-17 11:0:0,0
2016-11-17 12:0:0,0
2016-11-17 13:0:0,0
2016-11-17 14:0:0,0
2016-11-17 15:0:0,0
2016-11-17 16:0:0,0
2016-11-17 18:0:0,0
2016-11-17 19:0:0,0
2016-11-17 20:0:0,0
2016-11-17 21:0:0,0
2016-11-17 22:0:0,0
2016-11-17 23:0:0,0
2016-11-18 0:0:0,0
2016-11-18 1:0:0,0
2016-11-18 2:0:0,0
2016-11-18 3:0:0,0
2016-11-18 4:0:0,0
2016-11-18 5:0:0,0
2016-11-18 6:0:0,0
2016-11-18 7:0:0,0
2016-11-18 8:0:0,0
2016-11-18 9:0:0,0
2016-11-18 10:0:0,0
2016-11-18 11:0:0,0
2016-11-18 12:0:0,0
2016-11-18 13:0:0,0
2016-11-18 14:0:0,0
2016-11-18 15:0:0,0
2016-11-18 16:0:0,0
2016-11-20 18:0:0,0
2016-11-20 19:0:0,0
2016-11-20 20:0:0,0
2016-11-20 21:0:0,0
2016-11-20 22:0:0,0
2016-11-20 23:0:0,0
2016-11-21 0:0:0,0
2016-11-21 1:0:0,0
2016-11-21 2:0:0,0
2016-11-21 3:0:0,0
2016-11-21 4:0:0,0
2016-11-21 5:0:0,0
2016-11-21 6:0:0,0
2016-11-21 7:0:0,0
2016-11-21 8:0:0,0
2016-11-21 9:0:0,0
2016-11-21 10:0:0,0
2016-11-21 11:0:0,0
2016-11-21 12:0:0,0
2016-11-21 13:0:0,0
2016-11-21 14:0:0,0
2016-11-21 15:0:0,0
2016-11-21 16:0:0,0
2016-11-21 18:0:0,0
2016-11-21 19:0:0,0
2016-11-21 20:0:0,0
2016-11-21 21:0:0,0
2016-11-21 22:0:0,0
2016-11-21 23:0:0,0
2016-11-22 0:0:0,0
2016-11-22 1:0:0,0
2016-11-22 2:0:0,0
2016-11-22 3:0:0,0
2016-11-22 4:0:0,0
2016-11-22 5:0:0,0
2016-11-22 6:0:0,0
2016-11-22 7:0:0,0
2016-11-22 8:0:0,0
2016-11-22 9:0:0,0
2016-11-22 10:0:0,0
2016-11-22 11:0:0,0
2016-11-22 12:0:0,0
2016-11-22 13:0:0,0
2016-11-22 14:0:0,0
2016-11-22 15:0:0,0
2016-11-22 16:0:0,0
2016-11-22 18:0:0,0
2016-11-22 19:0:0,0
2016-11-22 20:0:0,0
2016-11-22 21:0:0,0
2016-11-22 22:0:0,0
2016-11-22 23:0:0,0
2016-11-23 0:0:0,0
2016-11-23 1:0:0,0
2016-11-23 2:0:0,0
2016-11-23 3:0:0,0
2016-11-23 4:0:0,0
2016-11-23 5:0:0,0
2016-11-23 6:0:0,0
2016-11-23 7:0:0,0
2016-11-23 8:0:0,0
2016-11-23 9:0:0,0
2016-11-23 10:0:0,0
2016-11-23 11:0:0,0
2016-11-23 12:0:0,0
2016-11-23 13:0:0,0
2016-11-23 14:0:0,0
2016-11-23 15:0:0,0
2016-11-23 16:0:0,0
2016-11-23 18:0:0,0
2016-11-23 19:0:0,0
2016-11-23 20:0:0,0
2016-11-23 21:0:0,0
2016-11-23 22:0:0,0
2016-11-23 23:0:0,0
2016-11-24 0:0:0,0
2016-11-24 1:0:0,0
2016-11-24 2:0:0,0
2016-11-24 3:0:0,0
2016-11-24 4:0:0,0
2016-11-24 5:0:0,0
2016-11-24 6:0:0,0
2016-11-24 7:0:0,0
2016-11-24 8:0:0,0
2016-11-24 9:0:0,0
2016-11-24 10:0:0,0
2016-11-24 11:0:0,0
2016-11-24 12:0:0,0
2016-11-24 18:0:0,0
2016-11-24 19:0:0,0
2016-11-24 20:0:0,0
2016-11-24 21:0:0,0
2016-11-24 22:0:0,0
2016-11-24 23:0:0,0
2016-11-25 0:0:0,0
2016-11-25 1:0:0,0
2016-11-25 2:0:0,0
2016-11-25 3:0:0,0
2016-11-25 4:0:0,0
2016-11-25 5:0:0,0
2016-11-25 6:0:0,0
2016-11-25 7:0:0,0
2016-11-25 8:0:0,0
2016-11-25 9:0:0,0
2016-11-25 10:0:0,0
2016-11-25 11:0:0,0
2016-11-25 12:0:0,0
2016-11-25 13:0:0,0
2016-11-27 18:0:0,0
2016-11-27 19:0:0,0
2016-11-27 20:0:0,0
2016-11-27 21:0:0,0
2016-11-27 22:0:0,0
2016-11-27 23:0:0,0
2016-11-28 0:0:0,0
2016-11-28 1:0:0,0
2016-11-28 2:0:0,0
2016-11-28 3:0:0,0
2016-11-28 4:0:0,-1
2016-11-28 5:0:0,0
2016-11-28 6:0:0,0
2016-11-28 7:0:0,0
2016-11-28 8:0:0,0
2016-11-28 9:0:0,0
2016-11-28 10:0:0,0
2016-11-28 11:0:0,0
2016-11-28 12:0:0,0
2016-11-28 13:0:0,0
2016-11-28 14:0:0,0
2016-11-28 15:0:0,0
2016-11-28 16:0:0,0
2016-11-28 18:0:0,0
2016-11-28 19:0:0,0
2016-11-28 20:0:0,0
2016-11-28 21:0:0,0
2016-11-28 22:0:0,0
2016-11-28 23:0:0,0
2016-11-29 0:0:0,0
2016-11-29 1:0:0,0
2016-11-29 2:0:0,0
2016-11-29 3:0:0,0
2016-11-29 4:0:0,0
2016-11-29 5:0:0,0
2016-11-29 6:0:0,0
2016-11-29 7:0:0,0
2016-11-29 8:0:0,0
2016-11-29 9:0:0,0
2016-11-29 10:0:0,0
2016-11-29 11:0:0,0
2016-11-29 12:0:0,1
2016-11-29 13:0:0,0
2016-11-29 14:0:0,0
2016-11-29 15:0:0,0
2016-11-29 16:0:0,0
2016-11-29 18:0:0,0
2016-11-29 19:0:0,0
2016-11-29 20:0:0,0
2016-11-29 21:0:0,0
2016-11-29 22:0:0,0
2016-11-29 23:0:0,0
2016-11-30 0:0:0,0
2016-11-30 1:0:0,0
2016-11-30 2:0:0,0
2016-11-30 3:0:0,0
2016-11-30 4:0:0,0
2016-11-30 5:0:0,0
2016-11-30 6:0:0,0
2016-11-30 7:0:0,0
2016-11-30 8:0:0,0
2016-11-30 9:0:0,0
2016-11-30 10:0:0,0
2016-11-30 11:0:0,0
2016-11-30 12:0:0,0
2016-11-30 13:0:0,0
2016-11-30 14:0:0,0
2016-11-30 15:0:0,0
2016-11-30 16:0:0,0
2016-11-30 18:0:0,-1
2016-11-30 19:0:0,0
2016-11-30 20:0:0,0
2016-11-30 21:0:0,0
2016-11-30 22:0:0,0
2016-11-30 23:0:0,0
2016-12-01 0:0:0,0
2016-12-01 1:0:0,0
2016-12-01 2:0:0,0
2016-12-01 3:0:0,0
2016-12-01 4:0:0,0
2016-12-01 5:0:0,0
2016-12-01 6:0:0,0
2016-12-01 7:0:0,0
2016-12-01 8:0:0,0
2016-12-01 9:0:0,0
2016-12-01 10:0:0,0
2016-12-01 11:0:0,0
2016-12-01 12:0:0,0
2016-12-01 13:0:0,0
2016-12-01 14:0:0,0
2016-12-01 15:0:0,0
2016-12-01 16:0:0,0
2016-12-01 18:0:0,0
2016-12-01 19:0:0,0
2016-12-01 20:0:0,0
2016-12-01 21:0:0,0
2016-12-01 22:0:0,0
2016-12-01 23:0:0,0
2016-12-02 0:0:0,0
2016-12-02 1:0:0,0
2016-12-02 2:0:0,0
2016-12-02 3:0:0,0
2016-12-02 4:0:0,0
2016-12-02 5:0:0,0
2016-12-02 6:0:0,0
2016-12-02 7:0:0,0
2016-12-02 8:0:0,0
2016-12-02 9:0:0,0
2016-12-02 10:0:0,1
2016-12-02 11:0:0,0
2016-12-02 12:0:0,0
2016-12-02 13:0:0,0
2016-12-02 14:0:0,0
2016-12-02 15:0:0,0
2016-12-02 16:0:0,0
2016-12-04 18:0:0,0
2016-12-04 19:0:0,-1
2016-12-04 20:0:0,0
2016-12-04 21:0:0,0
2016-12-04 22:0:0,0
2016-12-04 23:0:0,0
2016-12-05 0:0:0,0
2016-12-05 1:0:0,0
2016-12-05 2:0:0,0
2016-12-05 3:0:0,0
2016-12-05 4:0:0,1
2016-12-05 5:0:0,0
2016-12-05 6:0:0,0
2016-12-05 7:0:0,0
2016-12-05 8:0:0,0
2016-12-05 9:0:0,0
2016-12-05 10:0:0,0
2016-12-05 11:0:0,0
2016-12-05 12:0:0,0
2016-12-05 13:0:0,0
2016-12-05 14:0:0,0
2016-12-05 15:0:0,0
2016-12-05 16:0:0,0
2016-12-05 18:0:0,0
2016-12-05 19:0:0,0
2016-12-05 20:0:0,0
2016-12-05 21:0:0,0
2016-12-05 22:0:0,0
2016-12-05 23:0:0,0
2016-12-06 0:0:0,0
2016-12-06 1:0:0,0
2016-12-06 2:0:0,0
2016-12-06 3:0:0,0
2016-12-06 4:0:0,0
2016-12-06 5:0:0,0
2016-12-06 6:0:0,0
2016-12-06 7:0:0,0
2016-12-06 8:0:0,0
2016-12-06 9:0:0,0
2016-12-06 10:0:0,0
2016-12-06 11:0:0,0
2016-12-06 12:0:0,0
2016-12-06 13:0:0,0
2016-12-06 14:0:0,0
2016-12-06 15:0:0,0
2016-12-06 16:0:0,0
2016-12-06 18:0:0,0
2016-12-06 19:0:0,0
2016-12-06 20:0:0,0
2016-12-06 21:0:0,0
2016-12-06 22:0:0,0
2016-12-06 23:0:0,0
2016-12-07 0:0:0,0
2016-12-07 1:0:0,0
2016-12-07 2:0:0,0
2016-12-07 3:0:0,0
2016-12-07 4:0:0,0
2016-12-07 5:0:0,0
2016-12-07 6:0:0,0
2016-12-07 7:0:0,0
2016-12-07 8:0:0,0
2016-12-07 9:0:0,0
2016-12-07 10:0:0,0
2016-12-07 11:0:0,0
2016-12-07 12:0:0,0
2016-12-07 13:0:0,0
2016-12-07 14:0:0,0
2016-12-07 15:0:0,0
2016-12-07 16:0:0,0
2016-12-07 18:0:0,0
2016-12-07 19:0:0,0
2016-12-07 20:0:0,0
2016-12-07 21:0:0,0
2016-12-07 22:0:0,0
2016-12-07 23:0:0,0
2016-12-08 0:0:0,0
2016-12-08 1:0:0,0
2016-12-08 2:0:0,0
2016-12-08 3:0:0,0
2016-12-08 4:0:0,0
2016-12-08 5:0:0,0
2016-12-08 6:0:0,0
2016-12-08 7:0:0,0
2016-12-08 8:0:0,0
2016-12-08 9:0:0,0
2016-12-08 10:0:0,0
2016-12-08 11:0:0,0
2016-12-08 12:0:0,0
2016-12-08 13:0:0,0
2016-12-08 14:0:0,0
2016-12-08 15:0:0,0
2016-12-08 16:0:0,0
2016-12-08 18:0:0,0
2016-12-08 19:0:0,0
2016-12-08 20:0:0,0
2016-12-08 21:0:0,0
2016-12-08 22:0:0,0
2016-12-08 23:0:0,0
2016-12-09 0:0:0,0
2016-12-09 1:0:0,0
2016-12-09 2:0:0,0
2016-12-09 3:0:0,0
2016-12-09 4:0:0,0
2016-12-09 5:0:0,0
2016-12-09 6:0:0,0
2016-12-09 7:0:0,0
2016-12-09 8:0:0,0
2016-12-09 9:0:0,0
2016-12-09 10:0:0,0
2016-12-09 11:0:0,0
2016-12-09 12:0:0,0
2016-12-09 13:0:0,0
2016-12-09 14:0:0,0
2016-12-09 15:0:0,0
2016-12-09 16:0:0,0
2016-12-11 18:0:0,0
2016-12-11 19:0:0,0
2016-12-11 20:0:0,0
2016-12-11 21:0:0,0
2016-12-11 22:0:0,0
2016-12-11 23:0:0,0
2016-12-12 0:0:0,0
2016-12-12 1:0:0,0
2016-12-12 2:0:0,0
2016-12-12 3:0:0,0
2016-12-12 4:0:0,0
2016-12-12 5:0:0,0
2016-12-12 6:0:0,0
2016-12-12 7:0:0,0
2016-12-12 8:0:0,0
2016-12-12 9:0:0,0
2016-12-12 10:0:0,0
2016-12-12 11:0:0,0
2016-12-12 12:0:0,0
2016-12-12 13:0:0,0
2016-12-12 14:0:0,0
2016-12-12 15:0:0,0
2016-12-12 16:0:0,0
2016-12-12 18:0:0,0
2016-12-12 19:0:0,0
2016-12-12 20:0:0,0
2016-12-12 21:0:0,0
2016-12-12 22:0:0,0
2016-12-12 23:0:0,0
2016-12-13 0:0:0,0
2016-12-13 1:0:0,0
2016-12-13 2:0:0,0
2016-12-13 3:0:0,0
2016-12-13 4:0:0,0
2016-12-13 5:0:0,0
2016-12-13 6:0:0,0
2016-12-13 7:0:0,0
2016-12-13 8:0:0,0
2016-12-13 9:0:0,0
2016-12-13 10:0:0,0
2016-12-13 11:0:0,0
2016-12-13 12:0:0,0
2016-12-13 13:0:0,0
